date,city,fuel_type,fuel_price_usd,fuel_price_sos,station_type
2025-07-25,Garowe,Kerosene,1.32,794.78,Black Market
2025-07-26,Garowe,Kerosene,1.2,735.85,Private Station
2025-07-26,Garowe,Kerosene,1.14,699.05,Government Station
2025-07-26,Garowe,Kerosene,1.32,809.43,Black Market
2025-07-27,Garowe,Kerosene,1.2,736.71,Private Station
2025-07-27,Garowe,Kerosene,1.14,699.87,Government Station
2025-07-27,Garowe,Kerosene,1.32,810.38,Black Market
2025-07-28,Garowe,Kerosene,1.2,721.58,Private Station
2025-07-28,Garowe,Kerosene,1.14,685.5,Government Station
2025-07-28,Garowe,Kerosene,1.32,793.74,Black Market
2025-07-29,Garowe,Kerosene,1.2,726.02,Private Station
2025-07-29,Garowe,Kerosene,1.14,689.72,Government Station
2025-07-29,Garowe,Kerosene,1.32,798.62,Black Market
2025-07-30,Garowe,Kerosene,1.2,733.0,Private Station
2025-07-30,Garowe,Kerosene,1.14,696.35,Government Station
2025-07-30,Garowe,Kerosene,1.32,806.3,Black Market
2025-07-31,Garowe,Kerosene,1.2,737.41,Private Station
2025-07-31,Garowe,Kerosene,1.14,700.54,Government Station
2025-07-31,Garowe,Kerosene,1.32,811.16,Black Market
2025-08-01,Garowe,Kerosene,1.2,722.76,Private Station
2025-08-01,Garowe,Kerosene,1.14,686.63,Government Station
2025-08-01,Garowe,Kerosene,1.32,795.04,Black Market
2025-08-02,Garowe,Kerosene,1.2,728.7,Private Station
2025-08-02,Garowe,Kerosene,1.14,692.27,Government Station
2025-08-02,Garowe,Kerosene,1.32,801.57,Black Market
2025-08-03,Garowe,Kerosene,1.2,730.71,Private Station
2025-08-03,Garowe,Kerosene,1.14,694.17,Government Station
2025-08-03,Garowe,Kerosene,1.32,803.78,Black Market
2025-08-04,Garowe,Kerosene,1.2,732.85,Private Station
2025-08-04,Garowe,Kerosene,1.14,696.2,Government Station
2025-08-04,Garowe,Kerosene,1.32,806.13,Black Market
2025-08-05,Garowe,Kerosene,1.2,720.55,Private Station
2025-08-05,Garowe,Kerosene,1.14,684.52,Government Station
2025-08-05,Garowe,Kerosene,1.32,792.6,Black Market
2025-08-06,Garowe,Kerosene,1.2,723.01,Private Station
2025-08-06,Garowe,Kerosene,1.14,686.86,Government Station
2025-08-06,Garowe,Kerosene,1.32,795.31,Black Market
2025-08-07,Garowe,Kerosene,1.2,722.82,Private Station
2025-08-07,Garowe,Kerosene,1.14,686.68,Government Station
2025-08-07,Garowe,Kerosene,1.32,795.1,Black Market
2025-08-08,Garowe,Kerosene,1.2,737.74,Private Station
2025-08-08,Garowe,Kerosene,1.14,700.85,Government Station
2025-08-08,Garowe,Kerosene,1.32,811.51,Black Market
2025-08-09,Garowe,Kerosene,1.2,737.8,Private Station
2025-08-09,Garowe,Kerosene,1.14,700.91,Government Station
2025-08-09,Garowe,Kerosene,1.32,811.58,Black Market
2025-08-10,Garowe,Kerosene,1.2,734.59,Private Station
2025-08-10,Garowe,Kerosene,1.14,697.86,Government Station
2025-08-10,Garowe,Kerosene,1.32,808.05,Black Market
2025-08-11,Garowe,Kerosene,1.2,727.48,Private Station
2025-08-11,Garowe,Kerosene,1.14,691.11,Government Station
2025-08-11,Garowe,Kerosene,1.32,800.23,Black Market
2025-08-12,Garowe,Kerosene,1.2,724.83,Private Station
2025-08-12,Garowe,Kerosene,1.14,688.59,Government Station
2025-08-12,Garowe,Kerosene,1.32,797.31,Black Market
2025-08-13,Garowe,Kerosene,1.2,742.73,Private Station
2025-08-13,Garowe,Kerosene,1.14,705.59,Government Station
2025-08-13,Garowe,Kerosene,1.32,817.0,Black Market
2025-08-14,Garowe,Kerosene,1.2,743.33,Private Station
2025-08-14,Garowe,Kerosene,1.14,706.16,Government Station
2025-08-14,Garowe,Kerosene,1.32,817.66,Black Market
2025-08-15,Garowe,Kerosene,1.2,733.96,Private Station
2025-08-15,Garowe,Kerosene,1.14,697.26,Government Station
2025-08-15,Garowe,Kerosene,1.32,807.35,Black Market
2025-08-16,Garowe,Kerosene,1.2,731.18,Private Station
2025-08-16,Garowe,Kerosene,1.14,694.62,Government Station
2025-08-16,Garowe,Kerosene,1.32,804.3,Black Market
2025-08-17,Garowe,Kerosene,1.2,741.28,Private Station
2025-08-17,Garowe,Kerosene,1.14,704.22,Government Station
2025-08-17,Garowe,Kerosene,1.32,815.41,Black Market
2025-08-18,Garowe,Kerosene,1.2,738.28,Private Station
2025-08-18,Garowe,Kerosene,1.14,701.37,Government Station
2025-08-18,Garowe,Kerosene,1.32,812.11,Black Market
2025-08-19,Garowe,Kerosene,1.2,734.93,Private Station
2025-08-19,Garowe,Kerosene,1.14,698.19,Government Station
2025-08-19,Garowe,Kerosene,1.32,808.43,Black Market
2025-08-20,Garowe,Kerosene,1.2,734.91,Private Station
2025-08-20,Garowe,Kerosene,1.14,698.16,Government Station
2025-08-20,Garowe,Kerosene,1.32,808.4,Black Market
2025-08-21,Garowe,Kerosene,1.2,740.59,Private Station
2025-08-21,Garowe,Kerosene,1.14,703.56,Government Station
2025-08-21,Garowe,Kerosene,1.32,814.65,Black Market
2025-08-22,Garowe,Kerosene,1.2,738.19,Private Station
2025-08-22,Garowe,Kerosene,1.14,701.28,Government Station
2025-08-22,Garowe,Kerosene,1.32,812.01,Black Market
2025-08-23,Garowe,Kerosene,1.2,731.47,Private Station
2025-08-23,Garowe,Kerosene,1.14,694.89,Government Station
2025-08-23,Garowe,Kerosene,1.32,804.61,Black Market
2025-08-24,Garowe,Kerosene,1.2,742.7,Private Station
2025-08-24,Garowe,Kerosene,1.14,705.57,Government Station
2025-08-24,Garowe,Kerosene,1.32,816.97,Black Market
2025-08-25,Garowe,Kerosene,1.2,733.71,Private Station
2025-08-25,Garowe,Kerosene,1.14,697.02,Government Station
2025-08-25,Garowe,Kerosene,1.32,807.08,Black Market
2025-08-26,Garowe,Kerosene,1.2,739.36,Private Station
2025-08-26,Garowe,Kerosene,1.14,702.39,Government Station
2025-08-26,Garowe,Kerosene,1.32,813.29,Black Market
2025-08-27,Garowe,Kerosene,1.2,727.71,Private Station
2025-08-27,Garowe,Kerosene,1.14,691.32,Government Station
2025-08-27,Garowe,Kerosene,1.32,800.48,Black Market
2025-08-28,Garowe,Kerosene,1.2,727.32,Private Station
2025-08-28,Garowe,Kerosene,1.14,690.96,Government Station
2025-08-28,Garowe,Kerosene,1.32,800.05,Black Market
2025-08-29,Garowe,Kerosene,1.2,739.76,Private Station
2025-08-29,Garowe,Kerosene,1.14,702.77,Government Station
2025-08-29,Garowe,Kerosene,1.32,813.74,Black Market
2025-08-30,Garowe,Kerosene,1.2,726.79,Private Station
2025-08-30,Garowe,Kerosene,1.14,690.45,Government Station
2025-08-30,Garowe,Kerosene,1.32,799.46,Black Market
2025-08-31,Garowe,Kerosene,1.2,729.76,Private Station
2025-08-31,Garowe,Kerosene,1.14,693.27,Government Station
2025-08-31,Garowe,Kerosene,1.32,802.74,Black Market
2025-09-01,Garowe,Kerosene,1.2,722.69,Private Station
2025-09-01,Garowe,Kerosene,1.14,686.55,Government Station
2025-09-01,Garowe,Kerosene,1.32,794.95,Black Market
2025-09-02,Garowe,Kerosene,1.2,727.52,Private Station
2025-09-02,Garowe,Kerosene,1.14,691.15,Government Station
2025-09-02,Garowe,Kerosene,1.32,800.28,Black Market
2025-09-03,Garowe,Kerosene,1.2,720.38,Private Station
2025-09-03,Garowe,Kerosene,1.14,684.36,Government Station
2025-09-03,Garowe,Kerosene,1.32,792.42,Black Market
2025-09-04,Garowe,Kerosene,1.2,733.84,Private Station
2025-09-04,Garowe,Kerosene,1.14,697.15,Government Station
2025-09-04,Garowe,Kerosene,1.32,807.22,Black Market
2025-09-05,Garowe,Kerosene,1.2,742.32,Private Station
2025-09-05,Garowe,Kerosene,1.14,705.2,Government Station
2025-09-05,Garowe,Kerosene,1.32,816.55,Black Market
2025-09-06,Garowe,Kerosene,1.2,730.15,Private Station
2025-09-06,Garowe,Kerosene,1.14,693.64,Government Station
2025-09-06,Garowe,Kerosene,1.32,803.16,Black Market
2025-09-07,Garowe,Kerosene,1.2,726.87,Private Station
2025-09-07,Garowe,Kerosene,1.14,690.52,Government Station
2025-09-07,Garowe,Kerosene,1.32,799.55,Black Market
2025-09-08,Garowe,Kerosene,1.2,739.17,Private Station
2025-09-08,Garowe,Kerosene,1.14,702.21,Government Station
2025-09-08,Garowe,Kerosene,1.32,813.09,Black Market
2025-09-09,Garowe,Kerosene,1.2,743.84,Private Station
2025-09-09,Garowe,Kerosene,1.14,706.65,Government Station
2025-09-09,Garowe,Kerosene,1.32,818.23,Black Market
2025-09-10,Garowe,Kerosene,1.2,729.03,Private Station
2025-09-10,Garowe,Kerosene,1.14,692.58,Government Station
2025-09-10,Garowe,Kerosene,1.32,801.93,Black Market
2025-09-11,Garowe,Kerosene,1.2,734.35,Private Station
2025-09-11,Garowe,Kerosene,1.14,697.63,Government Station
2025-09-11,Garowe,Kerosene,1.32,807.79,Black Market
2025-09-12,Garowe,Kerosene,1.2,720.74,Private Station
2025-09-12,Garowe,Kerosene,1.14,684.7,Government Station
2025-09-12,Garowe,Kerosene,1.32,792.81,Black Market
2025-09-13,Garowe,Kerosene,1.2,727.85,Private Station
2025-09-13,Garowe,Kerosene,1.14,691.46,Government Station
2025-09-13,Garowe,Kerosene,1.32,800.64,Black Market
2025-09-14,Garowe,Kerosene,1.2,721.99,Private Station
2025-09-14,Garowe,Kerosene,1.14,685.89,Government Station
2025-09-14,Garowe,Kerosene,1.32,794.19,Black Market
2025-09-15,Garowe,Kerosene,1.2,743.18,Private Station
2025-09-15,Garowe,Kerosene,1.14,706.02,Government Station
2025-09-15,Garowe,Kerosene,1.32,817.5,Black Market
2025-09-16,Garowe,Kerosene,1.2,740.49,Private Station
2025-09-16,Garowe,Kerosene,1.14,703.46,Government Station
2025-09-16,Garowe,Kerosene,1.32,814.53,Black Market
2025-09-17,Garowe,Kerosene,1.2,728.09,Private Station
2025-09-17,Garowe,Kerosene,1.14,691.69,Government Station
2025-09-17,Garowe,Kerosene,1.32,800.9,Black Market
2025-09-18,Garowe,Kerosene,1.2,743.22,Private Station
2025-09-18,Garowe,Kerosene,1.14,706.06,Government Station
2025-09-18,Garowe,Kerosene,1.32,817.54,Black Market
2025-09-19,Garowe,Kerosene,1.2,723.16,Private Station
2025-09-19,Garowe,Kerosene,1.14,687.0,Government Station
2025-09-19,Garowe,Kerosene,1.32,795.47,Black Market
2025-09-20,Garowe,Kerosene,1.2,740.29,Private Station
2025-09-20,Garowe,Kerosene,1.14,703.27,Government Station
2025-09-20,Garowe,Kerosene,1.32,814.32,Black Market
2025-09-21,Garowe,Kerosene,1.2,739.97,Private Station
2025-09-21,Garowe,Kerosene,1.14,702.97,Government Station
2025-09-21,Garowe,Kerosene,1.32,813.96,Black Market
2025-09-22,Garowe,Kerosene,1.2,741.73,Private Station
2025-09-22,Garowe,Kerosene,1.14,704.64,Government Station
2025-09-22,Garowe,Kerosene,1.32,815.9,Black Market
2025-09-23,Garowe,Kerosene,1.2,720.12,Private Station
2025-09-23,Garowe,Kerosene,1.14,684.11,Government Station
2025-09-23,Garowe,Kerosene,1.32,792.13,Black Market
2025-09-24,Garowe,Kerosene,1.2,742.23,Private Station
2025-09-24,Garowe,Kerosene,1.14,705.12,Government Station
2025-09-24,Garowe,Kerosene,1.32,816.45,Black Market
2025-09-25,Garowe,Kerosene,1.2,735.78,Private Station
2025-09-25,Garowe,Kerosene,1.14,698.99,Government Station
2025-09-25,Garowe,Kerosene,1.32,809.35,Black Market
2025-09-26,Garowe,Kerosene,1.2,726.86,Private Station
2025-09-26,Garowe,Kerosene,1.14,690.52,Government Station
2025-09-26,Garowe,Kerosene,1.32,799.55,Black Market
2025-09-27,Garowe,Kerosene,1.2,721.18,Private Station
2025-09-27,Garowe,Kerosene,1.14,685.12,Government Station
2025-09-27,Garowe,Kerosene,1.32,793.3,Black Market
2025-09-28,Garowe,Kerosene,1.2,728.93,Private Station
2025-09-28,Garowe,Kerosene,1.14,692.48,Government Station
2025-09-28,Garowe,Kerosene,1.32,801.82,Black Market
2025-09-29,Garowe,Kerosene,1.2,722.72,Private Station
2025-09-29,Garowe,Kerosene,1.14,686.58,Government Station
2025-09-29,Garowe,Kerosene,1.32,794.99,Black Market
2025-09-30,Garowe,Kerosene,1.2,742.66,Private Station
2025-09-30,Garowe,Kerosene,1.14,705.52,Government Station
2025-09-30,Garowe,Kerosene,1.32,816.92,Black Market
2025-10-01,Garowe,Kerosene,1.2,743.2,Private Station
2025-10-01,Garowe,Kerosene,1.14,706.04,Government Station
2025-10-01,Garowe,Kerosene,1.32,817.51,Black Market
2025-10-02,Garowe,Kerosene,1.2,732.93,Private Station
2025-10-02,Garowe,Kerosene,1.14,696.28,Government Station
2025-10-02,Garowe,Kerosene,1.32,806.22,Black Market
2025-10-03,Garowe,Kerosene,1.2,738.33,Private Station
2025-10-03,Garowe,Kerosene,1.14,701.42,Government Station
2025-10-03,Garowe,Kerosene,1.32,812.16,Black Market
2025-10-04,Garowe,Kerosene,1.2,739.44,Private Station
2025-10-04,Garowe,Kerosene,1.14,702.47,Government Station
2025-10-04,Garowe,Kerosene,1.32,813.38,Black Market
2025-10-05,Garowe,Kerosene,1.2,743.63,Private Station
2025-10-05,Garowe,Kerosene,1.14,706.45,Government Station
2025-10-05,Garowe,Kerosene,1.32,817.99,Black Market
2025-10-06,Garowe,Kerosene,1.2,742.59,Private Station
2025-10-06,Garowe,Kerosene,1.14,705.46,Government Station
2025-10-06,Garowe,Kerosene,1.32,816.85,Black Market
2025-10-07,Garowe,Kerosene,1.2,725.49,Private Station
2025-10-07,Garowe,Kerosene,1.14,689.21,Government Station
2025-10-07,Garowe,Kerosene,1.32,798.03,Black Market
2025-10-08,Garowe,Kerosene,1.2,721.48,Private Station
2025-10-08,Garowe,Kerosene,1.14,685.41,Government Station
2025-10-08,Garowe,Kerosene,1.32,793.63,Black Market
2025-10-09,Garowe,Kerosene,1.2,737.57,Private Station
2025-10-09,Garowe,Kerosene,1.14,700.7,Government Station
2025-10-09,Garowe,Kerosene,1.32,811.33,Black Market
2025-10-10,Garowe,Kerosene,1.2,724.31,Private Station
2025-10-10,Garowe,Kerosene,1.14,688.09,Government Station
2025-10-10,Garowe,Kerosene,1.32,796.74,Black Market
2025-10-11,Garowe,Kerosene,1.2,721.68,Private Station
2025-10-11,Garowe,Kerosene,1.14,685.59,Government Station
2025-10-11,Garowe,Kerosene,1.32,793.85,Black Market
2025-10-12,Garowe,Kerosene,1.2,740.63,Private Station
2025-10-12,Garowe,Kerosene,1.14,703.6,Government Station
2025-10-12,Garowe,Kerosene,1.32,814.69,Black Market
2025-10-13,Garowe,Kerosene,1.2,740.84,Private Station
2025-10-13,Garowe,Kerosene,1.14,703.8,Government Station
2025-10-13,Garowe,Kerosene,1.32,814.92,Black Market
2025-10-14,Garowe,Kerosene,1.2,723.99,Private Station
2025-10-14,Garowe,Kerosene,1.14,687.79,Government Station
2025-10-14,Garowe,Kerosene,1.32,796.39,Black Market
2025-10-15,Garowe,Kerosene,1.2,735.74,Private Station
2025-10-15,Garowe,Kerosene,1.14,698.95,Government Station
2025-10-15,Garowe,Kerosene,1.32,809.31,Black Market
2025-10-16,Garowe,Kerosene,1.2,721.89,Private Station
2025-10-16,Garowe,Kerosene,1.14,685.79,Government Station
2025-10-16,Garowe,Kerosene,1.32,794.08,Black Market
2025-10-17,Garowe,Kerosene,1.2,730.17,Private Station
2025-10-17,Garowe,Kerosene,1.14,693.66,Government Station
2025-10-17,Garowe,Kerosene,1.32,803.19,Black Market
2025-10-18,Garowe,Kerosene,1.2,738.39,Private Station
2025-10-18,Garowe,Kerosene,1.14,701.47,Government Station
2025-10-18,Garowe,Kerosene,1.32,812.23,Black Market
2025-10-19,Garowe,Kerosene,1.2,721.34,Private Station
2025-10-19,Garowe,Kerosene,1.14,685.27,Government Station
2025-10-19,Garowe,Kerosene,1.32,793.47,Black Market
2025-10-20,Garowe,Kerosene,1.2,740.73,Private Station
2025-10-20,Garowe,Kerosene,1.14,703.69,Government Station
2025-10-20,Garowe,Kerosene,1.32,814.8,Black Market
2025-10-21,Garowe,Kerosene,1.2,743.23,Private Station
2025-10-21,Garowe,Kerosene,1.14,706.07,Government Station
2025-10-21,Garowe,Kerosene,1.32,817.55,Black Market
2025-10-22,Garowe,Kerosene,1.2,732.81,Private Station
2025-10-22,Garowe,Kerosene,1.14,696.17,Government Station
2025-10-22,Garowe,Kerosene,1.32,806.09,Black Market
2025-10-23,Garowe,Kerosene,1.2,733.2,Private Station
2025-10-23,Garowe,Kerosene,1.14,696.54,Government Station
2025-10-23,Garowe,Kerosene,1.32,806.52,Black Market
2025-10-24,Garowe,Kerosene,1.2,720.66,Private Station
2025-10-24,Garowe,Kerosene,1.14,684.62,Government Station
2025-10-24,Garowe,Kerosene,1.32,792.72,Black Market
2025-10-25,Garowe,Kerosene,1.2,734.92,Private Station
2025-10-25,Garowe,Kerosene,1.14,698.18,Government Station
2025-10-25,Garowe,Kerosene,1.32,808.41,Black Market
2025-10-26,Garowe,Kerosene,1.2,734.99,Private Station
2025-10-26,Garowe,Kerosene,1.14,698.24,Government Station
2025-10-26,Garowe,Kerosene,1.32,808.49,Black Market
2025-10-27,Garowe,Kerosene,1.2,728.19,Private Station
2025-10-27,Garowe,Kerosene,1.14,691.78,Government Station
2025-10-27,Garowe,Kerosene,1.32,801.01,Black Market
2025-10-28,Garowe,Kerosene,1.2,724.67,Private Station
2025-10-28,Garowe,Kerosene,1.14,688.44,Government Station
2025-10-28,Garowe,Kerosene,1.32,797.14,Black Market
2025-10-29,Garowe,Kerosene,1.2,723.41,Private Station
2025-10-29,Garowe,Kerosene,1.14,687.24,Government Station
2025-10-29,Garowe,Kerosene,1.32,795.75,Black Market
2025-10-30,Garowe,Kerosene,1.2,742.07,Private Station
2025-10-30,Garowe,Kerosene,1.14,704.96,Government Station
2025-10-30,Garowe,Kerosene,1.32,816.27,Black Market
2025-10-31,Garowe,Kerosene,1.2,723.81,Private Station
2025-10-31,Garowe,Kerosene,1.14,687.62,Government Station
2025-10-31,Garowe,Kerosene,1.32,796.19,Black Market
2025-11-01,Garowe,Kerosene,1.2,730.16,Private Station
2025-11-01,Garowe,Kerosene,1.14,693.65,Government Station
2025-11-01,Garowe,Kerosene,1.32,803.18,Black Market
2025-11-02,Garowe,Kerosene,1.2,740.98,Private Station
2025-11-02,Garowe,Kerosene,1.14,703.93,Government Station
2025-11-02,Garowe,Kerosene,1.32,815.08,Black Market
2025-11-03,Garowe,Kerosene,1.2,735.8,Private Station
2025-11-03,Garowe,Kerosene,1.14,699.01,Government Station
2025-11-03,Garowe,Kerosene,1.32,809.37,Black Market
2025-11-04,Garowe,Kerosene,1.2,741.55,Private Station
2025-11-04,Garowe,Kerosene,1.14,704.47,Government Station
2025-11-04,Garowe,Kerosene,1.32,815.7,Black Market
2025-11-05,Garowe,Kerosene,1.2,736.92,Private Station
2025-11-05,Garowe,Kerosene,1.14,700.07,Government Station
2025-11-05,Garowe,Kerosene,1.32,810.61,Black Market
2025-11-06,Garowe,Kerosene,1.2,738.48,Private Station
2025-11-06,Garowe,Kerosene,1.14,701.55,Government Station
2025-11-06,Garowe,Kerosene,1.32,812.33,Black Market
2025-11-07,Garowe,Kerosene,1.2,729.6,Private Station
2025-11-07,Garowe,Kerosene,1.14,693.12,Government Station
2025-11-07,Garowe,Kerosene,1.32,802.56,Black Market
2025-11-08,Garowe,Kerosene,1.2,731.29,Private Station
2025-11-08,Garowe,Kerosene,1.14,694.73,Government Station
2025-11-08,Garowe,Kerosene,1.32,804.42,Black Market
2025-11-09,Garowe,Kerosene,1.2,723.87,Private Station
2025-11-09,Garowe,Kerosene,1.14,687.68,Government Station
2025-11-09,Garowe,Kerosene,1.32,796.26,Black Market
2025-11-10,Garowe,Kerosene,1.2,731.99,Private Station
2025-11-10,Garowe,Kerosene,1.14,695.39,Government Station
2025-11-10,Garowe,Kerosene,1.32,805.19,Black Market
2025-11-11,Garowe,Kerosene,1.2,720.79,Private Station
2025-11-11,Garowe,Kerosene,1.14,684.75,Government Station
2025-11-11,Garowe,Kerosene,1.32,792.86,Black Market
2025-11-12,Garowe,Kerosene,1.2,724.63,Private Station
2025-11-12,Garowe,Kerosene,1.14,688.39,Government Station
2025-11-12,Garowe,Kerosene,1.32,797.09,Black Market
2025-11-13,Garowe,Kerosene,1.2,735.08,Private Station
2025-11-13,Garowe,Kerosene,1.14,698.32,Government Station
2025-11-13,Garowe,Kerosene,1.32,808.58,Black Market
2025-11-14,Garowe,Kerosene,1.2,720.05,Private Station
2025-11-14,Garowe,Kerosene,1.14,684.05,Government Station
2025-11-14,Garowe,Kerosene,1.32,792.05,Black Market
2025-11-15,Garowe,Kerosene,1.2,742.23,Private Station
2025-11-15,Garowe,Kerosene,1.14,705.12,Government Station
2025-11-15,Garowe,Kerosene,1.32,816.45,Black Market
2025-11-16,Garowe,Kerosene,1.2,731.83,Private Station
2025-11-16,Garowe,Kerosene,1.14,695.24,Government Station
2025-11-16,Garowe,Kerosene,1.32,805.01,Black Market
2025-11-17,Garowe,Kerosene,1.2,727.1,Private Station
2025-11-17,Garowe,Kerosene,1.14,690.74,Government Station
2025-11-17,Garowe,Kerosene,1.32,799.81,Black Market
2025-11-18,Garowe,Kerosene,1.2,740.99,Private Station
2025-11-18,Garowe,Kerosene,1.14,703.94,Government Station
2025-11-18,Garowe,Kerosene,1.32,815.09,Black Market
2025-11-19,Garowe,Kerosene,1.2,742.54,Private Station
2025-11-19,Garowe,Kerosene,1.14,705.41,Government Station
2025-11-19,Garowe,Kerosene,1.32,816.79,Black Market
2025-11-20,Garowe,Kerosene,1.2,724.24,Private Station
2025-11-20,Garowe,Kerosene,1.14,688.03,Government Station
2025-11-20,Garowe,Kerosene,1.32,796.66,Black Market
2025-11-21,Garowe,Kerosene,1.2,735.01,Private Station
2025-11-21,Garowe,Kerosene,1.14,698.26,Government Station
2025-11-21,Garowe,Kerosene,1.32,808.51,Black Market
2025-11-22,Garowe,Kerosene,1.2,735.96,Private Station
2025-11-22,Garowe,Kerosene,1.14,699.16,Government Station
2025-11-22,Garowe,Kerosene,1.32,809.55,Black Market
2025-11-23,Garowe,Kerosene,1.2,723.47,Private Station
2025-11-23,Garowe,Kerosene,1.14,687.3,Government Station
2025-11-23,Garowe,Kerosene,1.32,795.82,Black Market
2025-11-24,Garowe,Kerosene,1.2,723.02,Private Station
2025-11-24,Garowe,Kerosene,1.14,686.87,Government Station
2025-11-24,Garowe,Kerosene,1.32,795.33,Black Market
2025-11-25,Garowe,Kerosene,1.2,730.62,Private Station
2025-11-25,Garowe,Kerosene,1.14,694.09,Government Station
2025-11-25,Garowe,Kerosene,1.32,803.69,Black Market
2025-11-26,Garowe,Kerosene,1.2,722.3,Private Station
2025-11-26,Garowe,Kerosene,1.14,686.19,Government Station
2025-11-26,Garowe,Kerosene,1.32,794.53,Black Market
2025-11-27,Garowe,Kerosene,1.2,738.67,Private Station
2025-11-27,Garowe,Kerosene,1.14,701.74,Government Station
2025-11-27,Garowe,Kerosene,1.32,812.54,Black Market
2025-11-28,Garowe,Kerosene,1.2,722.32,Private Station
2025-11-28,Garowe,Kerosene,1.14,686.2,Government Station
2025-11-28,Garowe,Kerosene,1.32,794.55,Black Market
2025-11-29,Garowe,Kerosene,1.2,743.66,Private Station
2025-11-29,Garowe,Kerosene,1.14,706.47,Government Station
2025-11-29,Garowe,Kerosene,1.32,818.02,Black Market
2025-11-30,Garowe,Kerosene,1.2,722.15,Private Station
2025-11-30,Garowe,Kerosene,1.14,686.04,Government Station
2025-11-30,Garowe,Kerosene,1.32,794.37,Black Market
2025-12-01,Garowe,Kerosene,1.2,738.8,Private Station
2025-12-01,Garowe,Kerosene,1.14,701.86,Government Station
2025-12-01,Garowe,Kerosene,1.32,812.68,Black Market
2025-12-02,Garowe,Kerosene,1.2,727.55,Private Station
2025-12-02,Garowe,Kerosene,1.14,691.17,Government Station
2025-12-02,Garowe,Kerosene,1.32,800.3,Black Market
2025-12-03,Garowe,Kerosene,1.2,738.35,Private Station
2025-12-03,Garowe,Kerosene,1.14,701.43,Government Station
2025-12-03,Garowe,Kerosene,1.32,812.18,Black Market
2025-12-04,Garowe,Kerosene,1.2,740.17,Private Station
2025-12-04,Garowe,Kerosene,1.14,703.16,Government Station
2025-12-04,Garowe,Kerosene,1.32,814.19,Black Market
2025-12-05,Garowe,Kerosene,1.2,726.3,Private Station
2025-12-05,Garowe,Kerosene,1.14,689.99,Government Station
2025-12-05,Garowe,Kerosene,1.32,798.93,Black Market
2025-12-06,Garowe,Kerosene,1.2,730.21,Private Station
2025-12-06,Garowe,Kerosene,1.14,693.7,Government Station
2025-12-06,Garowe,Kerosene,1.32,803.23,Black Market
2025-12-07,Garowe,Kerosene,1.2,738.72,Private Station
2025-12-07,Garowe,Kerosene,1.14,701.78,Government Station
2025-12-07,Garowe,Kerosene,1.32,812.59,Black Market
2025-12-08,Garowe,Kerosene,1.2,730.24,Private Station
2025-12-08,Garowe,Kerosene,1.14,693.73,Government Station
2025-12-08,Garowe,Kerosene,1.32,803.26,Black Market
2025-12-09,Garowe,Kerosene,1.2,725.82,Private Station
2025-12-09,Garowe,Kerosene,1.14,689.53,Government Station
2025-12-09,Garowe,Kerosene,1.32,798.4,Black Market
2025-12-10,Garowe,Kerosene,1.2,724.53,Private Station
2025-12-10,Garowe,Kerosene,1.14,688.31,Government Station
2025-12-10,Garowe,Kerosene,1.32,796.99,Black Market
2025-12-11,Garowe,Kerosene,1.2,726.19,Private Station
2025-12-11,Garowe,Kerosene,1.14,689.88,Government Station
2025-12-11,Garowe,Kerosene,1.32,798.81,Black Market
2025-12-12,Garowe,Kerosene,1.2,721.82,Private Station
2025-12-12,Garowe,Kerosene,1.14,685.73,Government Station
2025-12-12,Garowe,Kerosene,1.32,794.0,Black Market
2025-12-13,Garowe,Kerosene,1.2,742.67,Private Station
2025-12-13,Garowe,Kerosene,1.14,705.54,Government Station
2025-12-13,Garowe,Kerosene,1.32,816.94,Black Market
2025-12-14,Garowe,Kerosene,1.2,728.33,Private Station
2025-12-14,Garowe,Kerosene,1.14,691.91,Government Station
2025-12-14,Garowe,Kerosene,1.32,801.16,Black Market
2025-12-15,Garowe,Kerosene,1.2,739.61,Private Station
2025-12-15,Garowe,Kerosene,1.14,702.63,Government Station
2025-12-15,Garowe,Kerosene,1.32,813.57,Black Market
2025-12-16,Garowe,Kerosene,1.2,728.16,Private Station
2025-12-16,Garowe,Kerosene,1.14,691.76,Government Station
2025-12-16,Garowe,Kerosene,1.32,800.98,Black Market
2025-12-17,Garowe,Kerosene,1.2,727.13,Private Station
2025-12-17,Garowe,Kerosene,1.14,690.78,Government Station
2025-12-17,Garowe,Kerosene,1.32,799.85,Black Market
2025-12-18,Garowe,Kerosene,1.2,743.29,Private Station
2025-12-18,Garowe,Kerosene,1.14,706.12,Government Station
2025-12-18,Garowe,Kerosene,1.32,817.61,Black Market
2025-12-19,Garowe,Kerosene,1.2,734.36,Private Station
2025-12-19,Garowe,Kerosene,1.14,697.64,Government Station
2025-12-19,Garowe,Kerosene,1.32,807.8,Black Market
2025-12-20,Garowe,Kerosene,1.2,725.39,Private Station
2025-12-20,Garowe,Kerosene,1.14,689.12,Government Station
2025-12-20,Garowe,Kerosene,1.32,797.93,Black Market
2025-12-21,Garowe,Kerosene,1.2,731.66,Private Station
2025-12-21,Garowe,Kerosene,1.14,695.07,Government Station
2025-12-21,Garowe,Kerosene,1.32,804.82,Black Market
2025-12-22,Garowe,Kerosene,1.2,722.5,Private Station
2025-12-22,Garowe,Kerosene,1.14,686.37,Government Station
