date,city,usd_sos_rate,daily_change_percent,market_type,source
2024-05-16,Baidoa,567.77,0.305,black,Black Market
2024-05-17,Baidoa,568.56,-0.288,black,Black Market
2024-05-18,Baidoa,572.52,0.645,black,Black Market
2024-05-19,Baidoa,573.18,0.008,black,Black Market
2024-05-20,Baidoa,573.93,-0.037,black,Black Market
2024-05-21,Baidoa,572.91,-0.127,black,Black Market
2024-05-22,Baidoa,575.49,0.135,black,Black Market
2024-05-23,Baidoa,577.3,0.076,black,Black Market
2024-05-24,Baidoa,578.08,0.148,black,Black Market
2024-05-25,Baidoa,581.89,0.58,black,Black Market
2024-05-26,Baidoa,580.36,-0.051,black,Black Market
2024-05-27,Baidoa,576.04,-0.804,black,Black Market
2024-05-28,Baidoa,572.61,-0.368,black,Black Market
2024-05-29,Baidoa,571.88,0.078,black,Black Market
2024-05-30,Baidoa,572.28,-0.003,black,Black Market
2024-05-31,Baidoa,571.2,-0.05,black,Black Market
2024-06-01,Baidoa,575.05,0.666,black,Black Market
2024-06-02,Baidoa,575.86,0.191,black,Black Market
2024-06-03,Baidoa,576.42,0.144,black,Black Market
2024-06-04,Baidoa,578.37,0.108,black,Black Market
2024-06-05,Baidoa,580.13,0.121,black,Black Market
2024-06-06,Baidoa,581.73,0.47,black,Black Market
2024-06-07,Baidoa,581.23,0.077,black,Black Market
2024-06-08,Baidoa,582.89,0.056,black,Black Market
2024-06-09,Baidoa,584.55,0.217,black,Black Market
2024-06-10,Baidoa,583.71,-0.136,black,Black Market
2024-06-11,Baidoa,583.39,-0.046,black,Black Market
2024-06-12,Baidoa,583.07,0.173,black,Black Market
2024-06-13,Baidoa,581.34,-0.19,black,Black Market
2024-06-14,Baidoa,578.47,-0.544,black,Black Market
2024-06-15,Baidoa,579.96,0.089,black,Black Market
2024-06-16,Baidoa,581.05,0.166,black,Black Market
2024-06-17,Baidoa,585.04,0.569,black,Black Market
2024-06-18,Baidoa,580.01,-0.841,black,Black Market
2024-06-19,Baidoa,581.6,0.137,black,Black Market
2024-06-20,Baidoa,580.92,-0.121,black,Black Market
2024-06-21,Baidoa,578.6,-0.113,black,Black Market
2024-06-22,Baidoa,575.41,-0.479,black,Black Market
2024-06-23,Baidoa,572.03,-0.445,black,Black Market
2024-06-24,Baidoa,573.82,0.179,black,Black Market
2024-06-25,Baidoa,572.15,0.046,black,Black Market
2024-06-26,Baidoa,572.33,-0.093,black,Black Market
2024-06-27,Baidoa,575.23,0.562,black,Black Market
2024-06-28,Baidoa,573.82,-0.039,black,Black Market
2024-06-29,Baidoa,574.96,0.176,black,Black Market
2024-06-30,Baidoa,572.07,-0.473,black,Black Market
2024-07-01,Baidoa,572.46,-0.008,black,Black Market
2024-07-02,Baidoa,574.66,0.241,black,Black Market
2024-07-03,Baidoa,580.06,0.689,black,Black Market
2024-07-04,Baidoa,578.82,-0.5,black,Black Market
2024-07-05,Baidoa,578.64,-0.018,black,Black Market
2024-07-06,Baidoa,583.96,0.786,black,Black Market
2024-07-07,Baidoa,579.81,-0.45,black,Black Market
2024-07-08,Baidoa,580.42,0.107,black,Black Market
2024-07-09,Baidoa,579.66,-0.151,black,Black Market
2024-07-10,Baidoa,578.6,-0.492,black,Black Market
2024-07-11,Baidoa,578.79,0.055,black,Black Market
2024-07-12,Baidoa,574.98,-0.601,black,Black Market
2024-07-13,Baidoa,573.61,-0.397,black,Black Market
2024-07-14,Baidoa,577.05,0.404,black,Black Market
2024-07-15,Baidoa,580.96,0.63,black,Black Market
2024-07-16,Baidoa,584.08,0.447,black,Black Market
2024-07-17,Baidoa,583.22,-0.249,black,Black Market
2024-07-18,Baidoa,583.18,-0.052,black,Black Market
2024-07-19,Baidoa,583.5,0.066,black,Black Market
2024-07-20,Baidoa,577.87,-0.953,black,Black Market
2024-07-21,Baidoa,576.37,-0.309,black,Black Market
2024-07-22,Baidoa,576.41,-0.127,black,Black Market
2024-07-23,Baidoa,575.2,-0.213,black,Black Market
2024-07-24,Baidoa,574.05,-0.338,black,Black Market
2024-07-25,Baidoa,572.24,-0.334,black,Black Market
2024-07-26,Baidoa,575.33,0.589,black,Black Market
2024-07-27,Baidoa,572.84,-0.551,black,Black Market
2024-07-28,Baidoa,569.65,-0.785,black,Black Market
2024-07-29,Baidoa,572.97,0.425,black,Black Market
2024-07-30,Baidoa,569.61,-0.335,black,Black Market
2024-07-31,Baidoa,570.07,-0.165,black,Black Market
2024-08-01,Baidoa,571.0,0.061,black,Black Market
2024-08-02,Baidoa,575.16,0.616,black,Black Market
2024-08-03,Baidoa,577.43,0.499,black,Black Market
2024-08-04,Baidoa,580.34,0.427,black,Black Market
2024-08-05,Baidoa,579.47,0.057,black,Black Market
2024-08-06,Baidoa,577.41,-0.483,black,Black Market
2024-08-07,Baidoa,578.21,-0.055,black,Black Market
2024-08-08,Baidoa,577.52,-0.134,black,Black Market
2024-08-09,Baidoa,575.0,-0.351,black,Black Market
2024-08-10,Baidoa,574.61,-0.165,black,Black Market
2024-08-11,Baidoa,575.02,0.099,black,Black Market
2024-08-12,Baidoa,574.55,-0.335,black,Black Market
2024-08-13,Baidoa,570.49,-0.548,black,Black Market
2024-08-14,Baidoa,567.82,-0.571,black,Black Market
2024-08-15,Baidoa,563.99,-0.412,black,Black Market
2024-08-16,Baidoa,562.04,-0.257,black,Black Market
2024-08-17,Baidoa,564.91,0.585,black,Black Market
2024-08-18,Baidoa,566.98,0.334,black,Black Market
2024-08-19,Baidoa,566.84,-0.066,black,Black Market
2024-08-20,Baidoa,570.09,0.467,black,Black Market
2024-08-21,Baidoa,570.62,0.082,black,Black Market
2024-08-22,Baidoa,570.11,0.21,black,Black Market
2024-08-23,Baidoa,572.45,0.291,black,Black Market
2024-08-24,Baidoa,568.31,-0.773,black,Black Market
2024-08-25,Baidoa,566.4,-0.36,black,Black Market
2024-08-26,Baidoa,566.91,0.008,black,Black Market
2024-08-27,Baidoa,566.63,0.044,black,Black Market
2024-08-28,Baidoa,566.64,-0.144,black,Black Market
2024-08-29,Baidoa,566.76,-0.122,black,Black Market
2024-08-30,Baidoa,569.04,0.569,black,Black Market
2024-08-31,Baidoa,567.66,-0.228,black,Black Market
2024-09-01,Baidoa,567.87,-0.176,black,Black Market
2024-09-02,Baidoa,566.75,-0.022,black,Black Market
2024-09-03,Baidoa,570.03,0.227,black,Black Market
2024-09-04,Baidoa,569.76,-0.097,black,Black Market
2024-09-05,Baidoa,568.48,-0.41,black,Black Market
2024-09-06,Baidoa,565.93,-0.292,black,Black Market
2024-09-07,Baidoa,564.3,-0.112,black,Black Market
2024-09-08,Baidoa,565.16,0.159,black,Black Market
2024-09-09,Baidoa,565.85,0.038,black,Black Market
2024-09-10,Baidoa,561.06,-0.523,black,Black Market
2024-09-11,Baidoa,560.87,-0.089,black,Black Market
2024-09-12,Baidoa,562.75,0.337,black,Black Market
2024-09-13,Baidoa,566.17,0.468,black,Black Market
2024-09-14,Baidoa,563.22,-0.711,black,Black Market
2024-09-15,Baidoa,566.76,0.526,black,Black Market
2024-09-16,Baidoa,565.08,-0.417,black,Black Market
2024-09-17,Baidoa,566.94,0.065,black,Black Market
2024-09-18,Baidoa,566.99,0.232,black,Black Market
2024-09-19,Baidoa,564.41,-0.562,black,Black Market
2024-09-20,Baidoa,563.81,-0.218,black,Black Market
2024-09-21,Baidoa,567.22,0.452,black,Black Market
2024-09-22,Baidoa,566.65,-0.329,black,Black Market
2024-09-23,Baidoa,564.92,-0.236,black,Black Market
2024-09-24,Baidoa,565.64,0.094,black,Black Market
2024-09-25,Baidoa,567.63,0.396,black,Black Market
2024-09-26,Baidoa,570.58,0.405,black,Black Market
2024-09-27,Baidoa,570.1,-0.098,black,Black Market
2024-09-28,Baidoa,570.43,0.185,black,Black Market
2024-09-29,Baidoa,569.74,-0.01,black,Black Market
2024-09-30,Baidoa,568.58,-0.316,black,Black Market
2024-10-01,Baidoa,565.61,-0.598,black,Black Market
2024-10-02,Baidoa,565.06,-0.162,black,Black Market
2024-10-03,Baidoa,561.98,-0.282,black,Black Market
2024-10-04,Baidoa,564.0,0.442,black,Black Market
2024-10-05,Baidoa,559.12,-0.7,black,Black Market
2024-10-06,Baidoa,559.58,0.005,black,Black Market
2024-10-07,Baidoa,557.93,-0.127,black,Black Market
2024-10-08,Baidoa,556.91,-0.052,black,Black Market
2024-10-09,Baidoa,555.6,-0.133,black,Black Market
2024-10-10,Baidoa,556.94,0.39,black,Black Market
2024-10-11,Baidoa,553.58,-0.541,black,Black Market
2024-10-12,Baidoa,550.98,-0.627,black,Black Market
2024-10-13,Baidoa,554.27,0.744,black,Black Market
2024-10-14,Baidoa,555.41,0.049,black,Black Market
2024-10-15,Baidoa,556.11,0.071,black,Black Market
2024-10-16,Baidoa,556.66,0.185,black,Black Market
2024-10-17,Baidoa,562.43,0.772,black,Black Market
2024-10-18,Baidoa,565.64,0.664,black,Black Market
2024-10-19,Baidoa,563.59,-0.511,black,Black Market
2024-10-20,Baidoa,566.26,0.619,black,Black Market
2024-10-21,Baidoa,567.96,0.522,black,Black Market
2024-10-22,Baidoa,567.51,-0.015,black,Black Market
2024-10-23,Baidoa,572.12,0.724,black,Black Market
2024-10-24,Baidoa,570.31,-0.313,black,Black Market
2024-10-25,Baidoa,567.88,-0.374,black,Black Market
2024-10-26,Baidoa,567.92,-0.053,black,Black Market
2024-10-27,Baidoa,570.72,0.473,black,Black Market
2024-10-28,Baidoa,572.23,0.024,black,Black Market
2024-10-29,Baidoa,573.07,0.019,black,Black Market
2024-10-30,Baidoa,570.64,-0.345,black,Black Market
2024-10-31,Baidoa,569.95,-0.162,black,Black Market
2024-11-01,Baidoa,571.72,0.246,black,Black Market
2024-11-02,Baidoa,575.6,0.673,black,Black Market
2024-11-03,Baidoa,578.09,0.355,black,Black Market
2024-11-04,Baidoa,577.81,-0.083,black,Black Market
2024-11-05,Baidoa,577.21,-0.042,black,Black Market
2024-11-06,Baidoa,579.23,0.193,black,Black Market
2024-11-07,Baidoa,578.45,-0.155,black,Black Market
2024-11-08,Baidoa,582.46,0.506,black,Black Market
2024-11-09,Baidoa,585.03,0.537,black,Black Market
2024-11-10,Baidoa,590.27,0.741,black,Black Market
2024-11-11,Baidoa,589.32,0.039,black,Black Market
2024-11-12,Baidoa,586.31,-0.53,black,Black Market
2024-11-13,Baidoa,583.29,-0.63,black,Black Market
2024-11-14,Baidoa,582.51,-0.114,black,Black Market
2024-11-15,Baidoa,585.32,0.437,black,Black Market
2024-11-16,Baidoa,586.0,-0.012,black,Black Market
2024-11-17,Baidoa,589.45,0.597,black,Black Market
2024-11-18,Baidoa,587.7,-0.234,black,Black Market
2024-11-19,Baidoa,585.83,-0.313,black,Black Market
2024-11-20,Baidoa,588.49,0.445,black,Black Market
2024-11-21,Baidoa,590.19,0.359,black,Black Market
2024-11-22,Baidoa,591.38,0.269,black,Black Market
2024-11-23,Baidoa,592.26,0.149,black,Black Market
2024-11-24,Baidoa,590.07,-0.318,black,Black Market
2024-11-25,Baidoa,591.17,0.208,black,Black Market
2024-11-26,Baidoa,608.39,2.842,black,Black Market
2024-11-27,Baidoa,607.54,-0.196,black,Black Market
2024-11-28,Baidoa,605.61,-0.406,black,Black Market
2024-11-29,Baidoa,607.41,0.263,black,Black Market
2024-11-30,Baidoa,608.0,0.339,black,Black Market
2024-12-01,Baidoa,607.03,-0.414,black,Black Market
2024-12-02,Baidoa,606.7,-0.047,black,Black Market
2024-12-03,Baidoa,607.59,0.062,black,Black Market
2024-12-04,Baidoa,607.38,-0.11,black,Black Market
2024-12-05,Baidoa,607.29,0.216,black,Black Market
2024-12-06,Baidoa,610.88,0.601,black,Black Market
2024-12-07,Baidoa,610.13,-0.19,black,Black Market
2024-12-08,Baidoa,613.57,0.413,black,Black Market
2024-12-09,Baidoa,612.59,-0.191,black,Black Market
2024-12-10,Baidoa,616.17,0.516,black,Black Market
2024-12-11,Baidoa,617.31,-0.139,black,Black Market
2024-12-12,Baidoa,615.46,-0.025,black,Black Market
2024-12-13,Baidoa,613.11,-0.28,black,Black Market
2024-12-14,Baidoa,608.93,-0.603,black,Black Market
2024-12-15,Baidoa,612.14,0.443,black,Black Market
2024-12-16,Baidoa,617.9,0.802,black,Black Market
2024-12-17,Baidoa,618.32,0.244,black,Black Market
2024-12-18,Baidoa,619.03,0.002,black,Black Market
2024-12-19,Baidoa,620.35,0.047,black,Black Market
2024-12-20,Baidoa,620.58,0.024,black,Black Market
2024-12-21,Baidoa,619.61,0.043,black,Black Market
2024-12-22,Baidoa,619.79,0.062,black,Black Market
2024-12-23,Baidoa,621.69,0.144,black,Black Market
2024-12-24,Baidoa,625.42,0.638,black,Black Market
2024-12-25,Baidoa,627.09,0.289,black,Black Market
2024-12-26,Baidoa,625.65,-0.231,black,Black Market
2024-12-27,Baidoa,624.81,0.038,black,Black Market
2024-12-28,Baidoa,623.88,0.047,black,Black Market
2024-12-29,Baidoa,625.91,0.123,black,Black Market
2024-12-30,Baidoa,627.14,0.094,black,Black Market
2024-12-31,Baidoa,623.57,-0.688,black,Black Market
2025-01-01,Baidoa,623.93,-0.053,black,Black Market
2025-01-02,Baidoa,619.95,-0.374,black,Black Market
2025-01-03,Baidoa,610.92,-1.312,black,Black Market
2025-01-04,Baidoa,612.23,0.426,black,Black Market
2025-01-05,Baidoa,612.88,0.034,black,Black Market
2025-01-06,Baidoa,610.73,-0.295,black,Black Market
2025-01-07,Baidoa,611.68,0.032,black,Black Market
2025-01-08,Baidoa,613.09,0.158,black,Black Market
2025-01-09,Baidoa,613.37,-0.019,black,Black Market
2025-01-10,Baidoa,612.87,-0.103,black,Black Market
2025-01-11,Baidoa,614.33,0.2,black,Black Market
2025-01-12,Baidoa,613.98,-0.062,black,Black Market
2025-01-13,Baidoa,613.47,0.013,black,Black Market
2025-01-14,Baidoa,612.56,0.046,black,Black Market
2025-01-15,Baidoa,611.77,0.011,black,Black Market
2025-01-16,Baidoa,610.99,-0.139,black,Black Market
2025-01-17,Baidoa,616.38,0.72,black,Black Market
2025-01-18,Baidoa,618.97,0.386,black,Black Market
2025-01-19,Baidoa,618.66,0.084,black,Black Market
2025-01-20,Baidoa,620.36,0.178,black,Black Market
2025-01-21,Baidoa,622.88,0.328,black,Black Market
2025-01-22,Baidoa,619.49,-0.347,black,Black Market
2025-01-23,Baidoa,619.62,0.011,black,Black Market
2025-01-24,Baidoa,619.22,-0.174,black,Black Market
2025-01-25,Baidoa,616.25,-0.36,black,Black Market
2025-01-26,Baidoa,618.14,0.487,black,Black Market
2025-01-27,Baidoa,615.65,-0.313,black,Black Market
2025-01-28,Baidoa,617.26,0.223,black,Black Market
2025-01-29,Baidoa,618.38,0.024,black,Black Market
2025-01-30,Baidoa,617.4,-0.044,black,Black Market
2025-01-31,Baidoa,616.09,0.011,black,Black Market
2025-02-01,Baidoa,618.47,0.185,black,Black Market
2025-02-02,Baidoa,619.27,0.136,black,Black Market
2025-02-03,Baidoa,617.0,-0.266,black,Black Market
2025-02-04,Baidoa,616.54,-0.076,black,Black Market
2025-02-05,Baidoa,619.6,0.326,black,Black Market
2025-02-06,Baidoa,620.61,0.187,black,Black Market
2025-02-07,Baidoa,618.66,-0.25,black,Black Market
2025-02-08,Baidoa,620.53,0.446,black,Black Market
2025-02-09,Baidoa,619.28,-0.179,black,Black Market
2025-02-10,Baidoa,620.34,0.148,black,Black Market
2025-02-11,Baidoa,619.85,-0.003,black,Black Market
2025-02-12,Baidoa,620.36,0.097,black,Black Market
2025-02-13,Baidoa,618.82,-0.312,black,Black Market
2025-02-14,Baidoa,619.09,-0.172,black,Black Market
2025-02-15,Baidoa,617.45,-0.167,black,Black Market
2025-02-16,Baidoa,619.49,0.166,black,Black Market
2025-02-17,Baidoa,618.14,-0.055,black,Black Market
2025-02-18,Baidoa,618.99,0.185,black,Black Market
2025-02-19,Baidoa,616.46,-0.111,black,Black Market
2025-02-20,Baidoa,617.09,0.118,black,Black Market
2025-02-21,Baidoa,617.6,0.072,black,Black Market
2025-02-22,Baidoa,615.03,-0.402,black,Black Market
2025-02-23,Baidoa,618.27,0.45,black,Black Market
2025-02-24,Baidoa,620.7,0.327,black,Black Market
2025-02-25,Baidoa,617.72,-0.507,black,Black Market
2025-02-26,Baidoa,613.81,-0.602,black,Black Market
2025-02-27,Baidoa,614.71,0.123,black,Black Market
2025-02-28,Baidoa,612.82,-0.405,black,Black Market
2025-03-01,Baidoa,612.81,0.094,black,Black Market
2025-03-02,Baidoa,613.54,0.137,black,Black Market
2025-03-03,Baidoa,610.66,-0.342,black,Black Market
2025-03-04,Baidoa,614.52,0.836,black,Black Market
2025-03-05,Baidoa,610.69,-0.489,black,Black Market
2025-03-06,Baidoa,614.07,0.417,black,Black Market
2025-03-07,Baidoa,616.04,0.186,black,Black Market
2025-03-08,Baidoa,617.86,0.311,black,Black Market
2025-03-09,Baidoa,612.93,-0.659,black,Black Market
2025-03-10,Baidoa,613.83,0.122,black,Black Market
2025-03-11,Baidoa,612.24,-0.295,black,Black Market
2025-03-12,Baidoa,612.36,0.091,black,Black Market
2025-03-13,Baidoa,609.51,-0.324,black,Black Market
2025-03-14,Baidoa,610.86,0.28,black,Black Market
2025-03-15,Baidoa,609.3,-0.412,black,Black Market
2025-03-16,Baidoa,604.84,-0.643,black,Black Market
2025-03-17,Baidoa,607.35,0.423,black,Black Market
2025-03-18,Baidoa,610.1,0.097,black,Black Market
2025-03-19,Baidoa,610.77,0.232,black,Black Market
2025-03-20,Baidoa,615.77,0.574,black,Black Market
2025-03-21,Baidoa,613.61,-0.364,black,Black Market
2025-03-22,Baidoa,613.24,0.006,black,Black Market
2025-03-23,Baidoa,614.71,0.246,black,Black Market
2025-03-24,Baidoa,616.39,0.231,black,Black Market
2025-03-25,Baidoa,618.01,0.086,black,Black Market
2025-03-26,Baidoa,618.01,-0.129,black,Black Market
2025-03-27,Baidoa,615.74,-0.5,black,Black Market
2025-03-28,Baidoa,614.3,-0.18,black,Black Market
2025-03-29,Baidoa,615.18,0.116,black,Black Market
2025-03-30,Baidoa,613.88,-0.25,black,Black Market
2025-03-31,Baidoa,617.06,0.471,black,Black Market
2025-04-01,Baidoa,616.11,0.067,black,Black Market
2025-04-02,Baidoa,616.17,0.088,black,Black Market
2025-04-03,Baidoa,617.37,0.251,black,Black Market
2025-04-04,Baidoa,616.36,-0.266,black,Black Market
2025-04-05,Baidoa,617.96,0.126,black,Black Market
2025-04-06,Baidoa,618.06,0.041,black,Black Market
2025-04-07,Baidoa,618.88,0.077,black,Black Market
2025-04-08,Baidoa,621.44,0.233,black,Black Market
2025-04-09,Baidoa,622.6,0.09,black,Black Market
2025-04-10,Baidoa,621.75,-0.075,black,Black Market
2025-04-11,Baidoa,619.37,-0.288,black,Black Market
2025-04-12,Baidoa,619.88,0.148,black,Black Market
2025-04-13,Baidoa,617.85,-0.36,black,Black Market
2025-04-14,Baidoa,620.12,0.416,black,Black Market
2025-04-15,Baidoa,620.16,0.18,black,Black Market
2025-04-16,Baidoa,624.2,0.576,black,Black Market
2025-04-17,Baidoa,627.03,0.311,black,Black Market
2025-04-18,Baidoa,631.45,0.546,black,Black Market
2025-04-19,Baidoa,634.59,0.381,black,Black Market
2025-04-20,Baidoa,632.29,-0.315,black,Black Market
2025-04-21,Baidoa,632.47,0.028,black,Black Market
2025-04-22,Baidoa,632.11,-0.202,black,Black Market
2025-04-23,Baidoa,635.91,0.485,black,Black Market
2025-04-24,Baidoa,640.77,0.663,black,Black Market
2025-04-25,Baidoa,640.83,0.005,black,Black Market
2025-04-26,Baidoa,640.42,-0.162,black,Black Market
2025-04-27,Baidoa,640.68,-0.173,black,Black Market
2025-04-28,Baidoa,642.39,0.202,black,Black Market
2025-04-29,Baidoa,643.0,-0.178,black,Black Market
2025-04-30,Baidoa,641.12,-0.21,black,Black Market
2025-05-01,Baidoa,639.63,-0.166,black,Black Market
2025-05-02,Baidoa,636.72,-0.188,black,Black Market
2025-05-03,Baidoa,634.81,-0.274,black,Black Market
2025-05-04,Baidoa,634.92,0.035,black,Black Market
2025-05-05,Baidoa,635.09,-0.183,black,Black Market
2025-05-06,Baidoa,634.45,0.019,black,Black Market
2025-05-07,Baidoa,637.65,0.533,black,Black Market
2025-05-08,Baidoa,636.81,-0.189,black,Black Market
2025-05-09,Baidoa,636.88,0.076,black,Black Market
2025-05-10,Baidoa,634.76,-0.491,black,Black Market
2025-05-11,Baidoa,636.44,0.255,black,Black Market
2025-05-12,Baidoa,639.45,0.431,black,Black Market
2025-05-13,Baidoa,639.12,0.055,black,Black Market
2025-05-14,Baidoa,641.61,0.286,black,Black Market
2025-05-15,Baidoa,639.9,-0.349,black,Black Market
2025-05-16,Baidoa,639.38,0.023,black,Black Market
2025-05-17,Baidoa,638.2,0.012,black,Black Market
2025-05-18,Baidoa,637.93,0.115,black,Black Market
2025-05-19,Baidoa,637.9,0.238,black,Black Market
2025-05-20,Baidoa,639.72,0.189,black,Black Market
2025-05-21,Baidoa,642.05,0.445,black,Black Market
2025-05-22,Baidoa,641.49,0.14,black,Black Market
2025-05-23,Baidoa,638.72,-0.084,black,Black Market
2025-05-24,Baidoa,634.58,-0.696,black,Black Market
2025-05-25,Baidoa,633.38,0.141,black,Black Market
2025-05-26,Baidoa,632.48,-0.091,black,Black Market
2025-05-27,Baidoa,628.68,-0.394,black,Black Market
2025-05-28,Baidoa,627.06,0.009,black,Black Market
2025-05-29,Baidoa,627.84,0.247,black,Black Market
2025-05-30,Baidoa,630.35,0.43,black,Black Market
2025-05-31,Baidoa,631.5,0.052,black,Black Market
2025-06-01,Baidoa,632.02,0.056,black,Black Market
2025-06-02,Baidoa,632.49,-0.128,black,Black Market
2025-06-03,Baidoa,634.85,0.44,black,Black Market
2025-06-04,Baidoa,634.78,0.201,black,Black Market
2025-06-05,Baidoa,636.12,0.012,black,Black Market
2025-06-06,Baidoa,637.58,-0.002,black,Black Market
2025-06-07,Baidoa,637.88,-0.065,black,Black Market
2025-06-08,Baidoa,637.49,0.003,black,Black Market
2025-06-09,Baidoa,634.42,-0.53,black,Black Market
2025-06-10,Baidoa,635.53,0.294,black,Black Market
2025-06-11,Baidoa,638.26,0.287,black,Black Market
2025-06-12,Baidoa,636.19,-0.115,black,Black Market
2025-06-13,Baidoa,639.36,0.568,black,Black Market
2025-06-14,Baidoa,639.59,0.082,black,Black Market
2025-06-15,Baidoa,638.04,-0.299,black,Black Market
2025-06-16,Baidoa,634.41,-0.475,black,Black Market
2025-06-17,Baidoa,636.41,0.166,black,Black Market
2025-06-18,Baidoa,636.46,0.01,black,Black Market
2025-06-19,Baidoa,634.63,-0.368,black,Black Market
2025-06-20,Baidoa,633.09,-0.359,black,Black Market
2025-06-21,Baidoa,630.66,-0.098,black,Black Market
2025-06-22,Baidoa,631.51,0.259,black,Black Market
2025-06-23,Baidoa,630.29,0.004,black,Black Market
2025-06-24,Baidoa,632.55,0.189,black,Black Market
2025-06-25,Baidoa,631.77,-0.22,black,Black Market
2025-06-26,Baidoa,632.02,-0.138,black,Black Market
2025-06-27,Baidoa,633.98,0.481,black,Black Market
2025-06-28,Baidoa,636.09,0.24,black,Black Market
2025-06-29,Baidoa,634.38,-0.027,black,Black Market
2025-06-30,Baidoa,631.01,-0.508,black,Black Market
2025-07-01,Baidoa,629.58,-0.149,black,Black Market
2025-07-02,Baidoa,630.39,0.021,black,Black Market
2025-07-03,Baidoa,635.34,0.706,black,Black Market
2025-07-04,Baidoa,633.51,-0.175,black,Black Market
2025-07-05,Baidoa,633.08,-0.062,black,Black Market
2025-07-06,Baidoa,633.68,0.121,black,Black Market
2025-07-07,Baidoa,632.93,-0.131,black,Black Market
2025-07-08,Baidoa,627.48,-0.796,black,Black Market
2025-07-09,Baidoa,628.85,0.231,black,Black Market
2025-07-10,Baidoa,630.39,0.204,black,Black Market
2025-07-11,Baidoa,629.47,-0.112,black,Black Market
2025-07-12,Baidoa,625.56,-0.64,black,Black Market
2025-07-13,Baidoa,623.8,-0.293,black,Black Market
2025-07-14,Baidoa,625.18,0.215,black,Black Market
2025-07-15,Baidoa,624.35,-0.05,black,Black Market
2025-07-16,Baidoa,624.43,0.189,black,Black Market
2025-07-17,Baidoa,628.45,0.742,black,Black Market
2025-07-18,Baidoa,630.48,0.401,black,Black Market
2025-07-19,Baidoa,625.31,-0.751,black,Black Market
2025-07-20,Baidoa,625.16,-0.009,black,Black Market
2025-07-21,Baidoa,623.89,-0.26,black,Black Market
2025-07-22,Baidoa,625.07,0.106,black,Black Market
2025-07-23,Baidoa,624.89,-0.126,black,Black Market
2025-07-24,Baidoa,627.34,0.381,black,Black Market
2025-07-25,Baidoa,626.15,0.038,black,Black Market
2025-07-26,Baidoa,627.2,-0.15,black,Black Market
2025-07-27,Baidoa,624.85,-0.254,black,Black Market
2025-07-28,Baidoa,624.65,0.061,black,Black Market
2025-07-29,Baidoa,628.59,0.624,black,Black Market
2025-07-30,Baidoa,627.02,-0.227,black,Black Market
2025-07-31,Baidoa,628.06,0.143,black,Black Market
2025-08-01,Baidoa,629.62,0.24,black,Black Market
2025-08-02,Baidoa,634.8,0.653,black,Black Market
2025-08-03,Baidoa,634.39,-0.118,black,Black Market
2025-08-04,Baidoa,635.62,0.159,black,Black Market
2025-08-05,Baidoa,640.2,0.704,black,Black Market
2025-08-06,Baidoa,641.96,0.284,black,Black Market
2025-08-07,Baidoa,640.74,0.096,black,Black Market
2025-08-08,Baidoa,641.05,0.047,black,Black Market
2025-08-09,Baidoa,643.44,0.288,black,Black Market
2025-08-10,Baidoa,644.68,0.048,black,Black Market
2025-08-11,Baidoa,643.49,-0.072,black,Black Market
2025-08-12,Baidoa,643.41,-0.045,black,Black Market
2025-08-13,Baidoa,643.65,0.148,black,Black Market
2025-08-14,Baidoa,647.49,0.399,black,Black Market
2025-08-15,Baidoa,647.62,0.075,black,Black Market
2025-08-16,Baidoa,649.31,0.224,black,Black Market
2025-08-17,Baidoa,649.51,0.01,black,Black Market
2025-08-18,Baidoa,650.0,0.453,black,Black Market
2025-08-19,Baidoa,650.0,0.005,black,Black Market
2025-08-20,Baidoa,650.0,0.095,black,Black Market
2025-08-21,Baidoa,650.0,0.258,black,Black Market
2025-08-22,Baidoa,650.0,0.429,black,Black Market
2025-08-23,Baidoa,649.3,-0.194,black,Black Market
2025-08-24,Baidoa,650.0,0.22,black,Black Market
2025-08-25,Baidoa,649.53,-0.211,black,Black Market
2025-08-26,Baidoa,648.71,0.008,black,Black Market
2025-08-27,Baidoa,647.17,-0.214,black,Black Market
2025-08-28,Baidoa,642.49,-0.459,black,Black Market
2025-08-29,Baidoa,644.51,0.405,black,Black Market
2025-08-30,Baidoa,643.96,-0.264,black,Black Market
2025-08-31,Baidoa,645.25,0.191,black,Black Market
2025-09-01,Baidoa,645.12,0.031,black,Black Market
2025-09-02,Baidoa,645.34,-0.001,black,Black Market
2025-09-03,Baidoa,648.56,0.242,black,Black Market
2025-09-04,Baidoa,649.75,0.115,black,Black Market
2025-09-05,Baidoa,650.0,0.668,black,Black Market
2025-09-06,Baidoa,649.3,-0.103,black,Black Market
2025-09-07,Baidoa,650.0,0.411,black,Black Market
2025-09-08,Baidoa,646.0,-0.654,black,Black Market
2025-09-09,Baidoa,646.1,0.067,black,Black Market
2025-09-10,Baidoa,645.65,0.125,black,Black Market
2025-09-11,Baidoa,646.15,0.192,black,Black Market
2025-09-12,Baidoa,646.83,-0.004,black,Black Market
2025-09-13,Baidoa,645.39,-0.266,black,Black Market
2025-09-14,Baidoa,650.0,0.456,black,Black Market
2025-09-15,Baidoa,649.03,-0.192,black,Black Market
2025-09-16,Baidoa,650.0,0.565,black,Black Market
2025-09-17,Baidoa,647.83,-0.437,black,Black Market
2025-09-18,Baidoa,650.0,0.231,black,Black Market
