date,city,rent_index,food_index,transport_index,utilities_index,internet_index,total_cost_index
2024-07-03,Baidoa,90.64,95.66,100.98,106.16,95.85,97.86
2024-07-04,Baidoa,90.75,95.24,101.19,105.69,96.28,97.83
2024-07-05,Baidoa,90.33,94.95,100.32,105.19,96.03,97.36
2024-07-06,Baidoa,90.67,94.54,99.93,104.81,95.73,97.14
2024-07-07,Baidoa,90.68,94.7,100.19,104.29,96.12,97.2
2024-07-08,Baidoa,91.17,93.92,99.4,104.33,96.48,97.06
2024-07-09,Baidoa,90.83,93.14,99.37,104.08,96.03,96.69
2024-07-10,Baidoa,90.77,94.21,98.54,104.63,96.54,96.94
2024-07-11,Baidoa,89.84,94.36,98.85,104.4,96.64,96.82
2024-07-12,Baidoa,89.7,94.04,98.92,104.8,96.57,96.8
2024-07-13,Baidoa,89.03,94.02,99.24,104.54,95.78,96.52
2024-07-14,Baidoa,88.41,93.78,99.31,104.83,95.48,96.36
2024-07-15,Baidoa,89.08,94.03,99.97,104.96,95.41,96.69
2024-07-16,Baidoa,88.79,94.7,99.88,104.6,95.37,96.67
2024-07-17,Baidoa,89.35,94.34,99.92,104.29,95.92,96.76
2024-07-18,Baidoa,89.07,94.74,98.81,104.47,96.7,96.76
2024-07-19,Baidoa,88.89,95.13,98.35,104.79,97.0,96.83
2024-07-20,Baidoa,88.46,95.26,97.64,104.86,97.41,96.73
2024-07-21,Baidoa,89.47,95.5,96.82,105.2,97.85,96.97
2024-07-22,Baidoa,89.78,95.05,97.43,105.24,98.25,97.15
2024-07-23,Baidoa,89.84,95.43,97.46,104.85,98.04,97.12
2024-07-24,Baidoa,90.23,94.85,98.41,105.33,97.7,97.3
2024-07-25,Baidoa,90.97,93.94,98.78,104.7,98.09,97.29
2024-07-26,Baidoa,90.56,93.23,99.29,104.02,98.65,97.15
2024-07-27,Baidoa,90.69,92.98,99.48,103.8,98.23,97.04
2024-07-28,Baidoa,90.74,92.27,99.9,104.37,98.59,97.18
2024-07-29,Baidoa,90.62,93.35,101.34,104.48,98.9,97.74
2024-07-30,Baidoa,90.58,93.8,100.07,104.9,100.12,97.89
2024-07-31,Baidoa,91.29,93.6,100.01,105.55,99.11,97.91
2024-08-01,Baidoa,91.55,93.58,100.8,106.5,98.69,98.22
2024-08-02,Baidoa,91.5,94.11,101.22,106.92,98.45,98.44
2024-08-03,Baidoa,91.67,93.61,102.46,106.57,98.31,98.52
2024-08-04,Baidoa,91.29,93.54,101.89,106.65,98.39,98.35
2024-08-05,Baidoa,91.67,93.76,101.41,106.83,98.05,98.35
2024-08-06,Baidoa,92.11,93.23,101.1,107.41,97.79,98.33
2024-08-07,Baidoa,92.36,93.94,101.5,107.24,98.44,98.69
2024-08-08,Baidoa,92.18,94.67,101.62,106.62,98.44,98.7
2024-08-09,Baidoa,91.77,94.53,101.95,106.62,98.07,98.59
2024-08-10,Baidoa,92.06,94.25,101.47,106.81,98.37,98.59
2024-08-11,Baidoa,91.79,94.05,102.16,106.17,98.07,98.45
2024-08-12,Baidoa,92.45,94.71,101.96,105.72,99.2,98.81
2024-08-13,Baidoa,92.57,94.56,102.56,106.51,98.99,99.04
2024-08-14,Baidoa,92.05,94.7,103.07,107.54,99.26,99.32
2024-08-15,Baidoa,92.87,95.1,102.34,107.67,98.96,99.39
2024-08-16,Baidoa,92.53,95.34,102.82,107.59,98.73,99.4
2024-08-17,Baidoa,92.64,96.06,102.31,107.82,99.12,99.59
2024-08-18,Baidoa,92.01,95.07,102.31,107.88,98.3,99.12
2024-08-19,Baidoa,92.33,95.38,101.83,107.73,97.98,99.05
2024-08-20,Baidoa,92.78,95.13,101.73,107.54,98.04,99.05
2024-08-21,Baidoa,92.74,95.1,100.61,106.85,98.05,98.67
2024-08-22,Baidoa,93.17,95.4,100.28,107.07,98.13,98.81
2024-08-23,Baidoa,93.9,95.03,100.14,106.94,97.41,98.68
2024-08-24,Baidoa,93.25,95.66,100.39,106.49,97.81,98.72
2024-08-25,Baidoa,92.71,96.02,99.96,106.89,98.14,98.74
2024-08-26,Baidoa,92.83,95.58,98.75,106.45,98.05,98.33
2024-08-27,Baidoa,92.99,96.47,98.85,106.36,97.42,98.42
2024-08-28,Baidoa,92.81,96.55,98.71,105.61,98.42,98.42
2024-08-29,Baidoa,92.96,96.33,99.01,105.57,97.61,98.3
2024-08-30,Baidoa,92.96,95.86,98.92,106.7,97.37,98.36
2024-08-31,Baidoa,92.57,95.3,98.15,106.45,97.23,97.94
2024-09-01,Baidoa,92.11,94.96,97.9,105.42,96.89,97.45
2024-09-02,Baidoa,91.73,95.3,98.74,105.13,96.37,97.45
2024-09-03,Baidoa,91.46,95.35,98.24,104.73,96.81,97.32
2024-09-04,Baidoa,91.49,94.77,98.72,104.87,97.71,97.51
2024-09-05,Baidoa,91.54,94.75,98.78,105.68,98.15,97.78
2024-09-06,Baidoa,91.86,94.17,97.37,105.39,97.74,97.31
2024-09-07,Baidoa,91.52,94.39,96.98,105.02,97.26,97.04
2024-09-08,Baidoa,91.59,93.76,97.04,104.83,97.42,96.93
2024-09-09,Baidoa,92.29,93.73,97.33,104.32,97.92,97.12
2024-09-10,Baidoa,92.62,93.62,97.67,104.43,97.63,97.19
2024-09-11,Baidoa,92.01,93.83,97.42,105.14,98.07,97.29
2024-09-12,Baidoa,90.89,93.87,98.2,104.78,98.29,97.21
2024-09-13,Baidoa,90.88,94.31,98.78,104.25,98.6,97.37
2024-09-14,Baidoa,91.04,94.44,98.89,103.97,97.83,97.23
2024-09-15,Baidoa,91.5,94.18,99.57,104.1,97.27,97.33
2024-09-16,Baidoa,91.19,94.5,99.65,104.42,97.43,97.44
2024-09-17,Baidoa,91.74,94.84,99.78,105.04,96.43,97.56
2024-09-18,Baidoa,92.14,95.48,99.65,105.09,96.41,97.75
2024-09-19,Baidoa,91.89,95.73,100.39,105.01,95.94,97.79
2024-09-20,Baidoa,91.95,95.69,99.24,105.54,95.73,97.63
2024-09-21,Baidoa,91.71,95.93,99.22,104.6,95.87,97.47
2024-09-22,Baidoa,91.74,96.35,99.66,103.83,95.26,97.37
2024-09-23,Baidoa,91.85,96.23,98.85,104.23,95.55,97.34
2024-09-24,Baidoa,92.02,96.05,98.88,104.29,95.96,97.44
2024-09-25,Baidoa,91.59,96.1,99.66,104.79,96.11,97.65
2024-09-26,Baidoa,92.32,95.73,99.71,104.93,97.05,97.95
2024-09-27,Baidoa,92.76,95.75,99.53,105.27,96.71,98.01
2024-09-28,Baidoa,92.39,95.72,99.72,104.53,97.03,97.88
2024-09-29,Baidoa,92.84,95.9,98.99,104.63,97.54,97.98
2024-09-30,Baidoa,92.61,95.88,99.32,105.23,97.52,98.11
2024-10-01,Baidoa,92.7,96.05,99.57,104.23,97.79,98.07
2024-10-02,Baidoa,92.98,96.86,99.21,105.23,96.82,98.22
2024-10-03,Baidoa,93.37,96.31,98.26,106.07,97.0,98.2
2024-10-04,Baidoa,94.07,95.8,97.73,106.71,97.15,98.29
2024-10-05,Baidoa,93.8,96.1,97.45,106.73,96.81,98.18
2024-10-06,Baidoa,93.7,96.7,98.16,106.1,96.49,98.23
2024-10-07,Baidoa,93.89,96.74,98.64,106.24,95.74,98.25
2024-10-08,Baidoa,95.07,97.95,98.54,105.36,95.73,98.53
2024-10-09,Baidoa,94.79,97.48,98.54,104.26,96.57,98.33
2024-10-10,Baidoa,94.21,97.15,97.91,104.42,96.17,97.97
2024-10-11,Baidoa,94.1,97.08,98.7,104.47,95.69,98.01
2024-10-12,Baidoa,94.73,97.84,98.67,104.25,95.82,98.26
2024-10-13,Baidoa,94.78,98.03,99.1,104.53,95.65,98.42
2024-10-14,Baidoa,94.49,98.03,99.64,105.14,97.03,98.87
2024-10-15,Baidoa,94.56,97.29,99.67,104.99,96.62,98.63
2024-10-16,Baidoa,94.8,96.52,98.9,105.36,96.34,98.38
2024-10-17,Baidoa,94.36,95.43,98.53,105.92,96.79,98.21
2024-10-18,Baidoa,94.78,95.24,98.67,106.02,96.53,98.25
2024-10-19,Baidoa,94.42,94.28,98.15,106.53,97.07,98.09
2024-10-20,Baidoa,94.64,93.86,97.39,106.29,96.41,97.72
2024-10-21,Baidoa,94.15,94.77,96.55,106.48,96.51,97.69
2024-10-22,Baidoa,94.09,94.71,96.71,106.08,95.96,97.51
2024-10-23,Baidoa,93.35,94.34,96.63,106.42,96.23,97.39
2024-10-24,Baidoa,92.91,93.72,96.02,106.83,96.5,97.2
2024-10-25,Baidoa,93.23,94.51,96.85,106.6,96.12,97.47
2024-10-26,Baidoa,92.91,94.85,97.2,106.21,96.24,97.48
2024-10-27,Baidoa,92.82,94.86,96.89,105.47,96.41,97.29
2024-10-28,Baidoa,92.7,94.27,97.47,105.04,95.9,97.08
2024-10-29,Baidoa,92.35,94.37,97.87,105.48,95.45,97.1
2024-10-30,Baidoa,92.06,94.1,97.91,105.43,95.22,96.94
2024-10-31,Baidoa,90.92,93.65,98.1,106.41,95.37,96.89
2024-11-01,Baidoa,90.99,93.52,98.37,106.8,95.11,96.96
2024-11-02,Baidoa,90.44,94.03,98.58,106.87,94.34,96.85
2024-11-03,Baidoa,90.04,93.16,98.85,107.43,94.25,96.75
2024-11-04,Baidoa,90.12,93.26,98.39,107.32,94.64,96.75
2024-11-05,Baidoa,89.56,93.99,98.57,107.1,93.65,96.57
2024-11-06,Baidoa,89.65,94.15,99.21,107.32,92.7,96.61
2024-11-07,Baidoa,88.95,93.47,98.57,107.49,92.52,96.2
2024-11-08,Baidoa,89.48,93.14,99.08,108.12,92.71,96.51
2024-11-09,Baidoa,90.39,92.95,99.31,107.42,93.41,96.7
2024-11-10,Baidoa,90.55,92.87,99.39,108.01,93.46,96.86
2024-11-11,Baidoa,90.01,93.21,99.13,108.31,93.68,96.87
2024-11-12,Baidoa,89.5,92.9,99.06,108.12,93.93,96.7
2024-11-13,Baidoa,88.98,93.69,99.52,108.6,93.89,96.93
2024-11-14,Baidoa,89.1,94.48,99.79,108.53,94.14,97.21
2024-11-15,Baidoa,89.68,94.46,99.53,107.74,94.83,97.25
2024-11-16,Baidoa,89.13,94.34,100.21,106.81,94.95,97.09
2024-11-17,Baidoa,89.64,94.64,100.24,107.33,94.66,97.3
2024-11-18,Baidoa,89.23,93.83,100.55,108.09,94.43,97.23
2024-11-19,Baidoa,88.98,94.41,100.89,107.22,94.6,97.22
2024-11-20,Baidoa,88.97,94.49,100.32,107.77,95.06,97.32
2024-11-21,Baidoa,88.71,95.35,99.73,108.05,95.05,97.38
2024-11-22,Baidoa,88.81,94.87,99.83,108.34,95.45,97.46
2024-11-23,Baidoa,88.73,94.13,99.53,108.04,95.74,97.23
2024-11-24,Baidoa,88.27,95.29,99.39,107.6,95.35,97.18
2024-11-25,Baidoa,88.34,96.06,98.66,108.39,95.93,97.48
2024-11-26,Baidoa,87.95,96.24,97.87,108.42,95.55,97.21
2024-11-27,Baidoa,88.33,95.54,97.71,108.47,96.02,97.22
2024-11-28,Baidoa,88.5,95.67,97.15,108.33,95.53,97.03
2024-11-29,Baidoa,88.76,95.88,97.08,108.46,95.53,97.14
2024-11-30,Baidoa,88.58,96.14,96.75,107.94,96.01,97.09
2024-12-01,Baidoa,88.54,95.55,95.96,108.6,96.22,96.98
2024-12-02,Baidoa,88.17,95.91,96.2,108.36,94.64,96.65
2024-12-03,Baidoa,88.09,96.34,95.77,108.57,94.61,96.68
2024-12-04,Baidoa,87.72,97.22,96.21,108.68,94.84,96.93
2024-12-05,Baidoa,87.05,97.46,95.63,108.87,95.09,96.82
2024-12-06,Baidoa,87.05,97.75,95.39,109.44,95.41,97.01
2024-12-07,Baidoa,87.32,97.72,95.58,110.58,95.23,97.29
2024-12-08,Baidoa,87.04,97.36,95.43,111.0,95.78,97.32
2024-12-09,Baidoa,87.18,96.53,95.09,111.0,96.31,97.22
2024-12-10,Baidoa,87.0,96.74,95.07,110.7,97.07,97.32
2024-12-11,Baidoa,87.64,98.08,95.46,110.48,97.07,97.74
2024-12-12,Baidoa,88.34,97.73,95.32,109.63,96.59,97.52
2024-12-13,Baidoa,88.96,97.31,95.03,108.81,96.79,97.38
2024-12-14,Baidoa,89.42,96.56,95.56,109.94,96.99,97.69
2024-12-15,Baidoa,88.75,96.8,95.75,109.87,96.95,97.62
2024-12-16,Baidoa,89.37,96.2,95.76,110.27,96.42,97.6
2024-12-17,Baidoa,89.46,96.18,95.12,110.5,96.95,97.64
2024-12-18,Baidoa,89.31,96.45,94.37,111.12,97.66,97.78
2024-12-19,Baidoa,89.65,96.43,94.59,111.05,97.25,97.79
2024-12-20,Baidoa,89.01,95.56,94.5,110.38,96.96,97.28
2024-12-21,Baidoa,88.69,95.54,94.01,110.52,97.39,97.23
2024-12-22,Baidoa,88.45,96.81,93.66,109.47,98.01,97.28
2024-12-23,Baidoa,88.78,98.09,94.16,109.2,99.14,97.87
2024-12-24,Baidoa,88.54,97.68,93.62,109.39,98.67,97.58
2024-12-25,Baidoa,87.91,98.11,93.18,110.2,97.78,97.44
2024-12-26,Baidoa,87.26,98.47,92.87,110.38,96.94,97.19
2024-12-27,Baidoa,86.73,97.95,93.21,110.53,96.25,96.93
2024-12-28,Baidoa,86.49,98.61,93.56,109.51,96.71,96.97
2024-12-29,Baidoa,87.54,97.61,93.54,109.25,97.01,96.99
2024-12-30,Baidoa,87.61,97.14,93.55,109.25,96.95,96.9
2024-12-31,Baidoa,87.73,96.87,93.24,110.17,97.29,97.06
2025-01-01,Baidoa,88.02,97.13,93.91,110.51,97.16,97.35
2025-01-02,Baidoa,88.63,97.37,94.0,110.54,97.59,97.63
2025-01-03,Baidoa,88.13,96.9,94.39,109.65,97.27,97.27
2025-01-04,Baidoa,88.86,96.7,94.16,109.42,97.29,97.29
2025-01-05,Baidoa,88.58,96.78,94.09,109.88,96.97,97.26
2025-01-06,Baidoa,88.41,96.64,93.83,109.11,96.92,96.98
2025-01-07,Baidoa,88.47,96.69,93.47,109.56,97.39,97.11
2025-01-08,Baidoa,88.74,96.96,93.69,109.98,97.4,97.35
2025-01-09,Baidoa,88.39,97.09,93.97,109.14,96.85,97.09
2025-01-10,Baidoa,88.07,97.04,94.12,109.06,96.82,97.02
2025-01-11,Baidoa,88.24,96.09,93.65,109.34,97.08,96.88
2025-01-12,Baidoa,88.24,96.84,93.41,109.37,96.78,96.93
2025-01-13,Baidoa,88.74,96.47,93.66,110.05,96.39,97.06
2025-01-14,Baidoa,87.81,96.99,93.53,109.44,96.42,96.84
2025-01-15,Baidoa,88.06,96.69,93.08,110.29,97.08,97.04
2025-01-16,Baidoa,87.94,97.17,93.35,109.92,97.3,97.13
2025-01-17,Baidoa,88.8,97.08,94.36,109.84,97.15,97.45
2025-01-18,Baidoa,88.47,97.38,94.05,110.2,98.24,97.67
2025-01-19,Baidoa,87.87,97.89,94.26,110.5,98.38,97.78
2025-01-20,Baidoa,88.02,97.73,94.92,110.29,98.19,97.83
2025-01-21,Baidoa,87.52,98.46,93.92,110.13,98.03,97.61
2025-01-22,Baidoa,87.08,98.34,94.06,108.96,97.4,97.17
2025-01-23,Baidoa,87.06,98.38,94.84,108.6,96.75,97.12
2025-01-24,Baidoa,86.23,98.55,95.13,107.43,97.02,96.87
2025-01-25,Baidoa,86.18,98.94,95.53,108.32,97.18,97.23
2025-01-26,Baidoa,86.54,99.37,95.93,109.02,97.37,97.65
2025-01-27,Baidoa,86.5,99.25,95.6,108.98,96.73,97.41
2025-01-28,Baidoa,86.72,99.59,96.35,109.1,96.87,97.72
2025-01-29,Baidoa,85.99,99.69,95.8,109.07,96.7,97.45
2025-01-30,Baidoa,86.26,100.33,96.27,109.19,96.45,97.7
2025-01-31,Baidoa,86.5,100.52,96.47,110.16,96.44,98.02
2025-02-01,Baidoa,86.61,100.79,95.75,110.65,96.55,98.07
2025-02-02,Baidoa,85.49,100.45,94.71,110.4,96.8,97.57
2025-02-03,Baidoa,85.32,100.79,94.94,111.11,96.21,97.67
2025-02-04,Baidoa,85.35,99.97,94.17,111.05,96.3,97.37
2025-02-05,Baidoa,85.54,100.26,94.14,110.78,96.23,97.39
2025-02-06,Baidoa,84.96,100.12,94.59,111.53,96.18,97.48
2025-02-07,Baidoa,84.81,99.5,93.84,112.16,95.95,97.25
2025-02-08,Baidoa,84.16,99.48,94.68,112.5,96.46,97.45
2025-02-09,Baidoa,84.15,99.72,93.45,112.5,96.06,97.17
2025-02-10,Baidoa,84.14,99.74,93.05,112.47,95.39,96.96
2025-02-11,Baidoa,84.23,99.82,92.84,112.21,94.44,96.71
2025-02-12,Baidoa,84.36,99.43,93.52,113.07,95.1,97.09
2025-02-13,Baidoa,83.82,100.06,93.33,113.28,95.6,97.22
2025-02-14,Baidoa,83.44,99.7,93.25,113.47,95.38,97.05
2025-02-15,Baidoa,83.5,99.69,93.77,113.58,95.32,97.17
2025-02-16,Baidoa,83.24,99.91,93.42,113.52,95.43,97.1
2025-02-17,Baidoa,83.73,100.56,93.78,113.83,94.82,97.34
2025-02-18,Baidoa,84.1,100.76,94.02,112.69,94.74,97.26
2025-02-19,Baidoa,83.59,100.06,93.63,113.02,94.54,96.97
2025-02-20,Baidoa,83.03,99.81,92.72,113.22,93.95,96.55
2025-02-21,Baidoa,82.1,99.28,92.29,113.08,93.89,96.13
2025-02-22,Baidoa,82.08,99.46,93.36,113.28,93.65,96.37
2025-02-23,Baidoa,81.73,99.99,93.98,112.56,93.53,96.36
2025-02-24,Baidoa,81.77,99.77,94.65,113.2,92.96,96.47
2025-02-25,Baidoa,81.54,99.6,94.77,113.54,93.12,96.51
2025-02-26,Baidoa,80.96,99.02,95.31,114.75,93.07,96.62
2025-02-27,Baidoa,80.68,98.17,95.13,114.18,93.59,96.35
2025-02-28,Baidoa,80.23,98.98,94.82,114.68,93.61,96.46
2025-03-01,Baidoa,81.12,99.06,94.28,115.06,93.55,96.61
2025-03-02,Baidoa,80.46,98.69,94.54,114.8,93.72,96.44
2025-03-03,Baidoa,80.89,99.3,94.92,115.67,93.63,96.88
2025-03-04,Baidoa,80.69,99.06,95.12,116.36,93.2,96.88
2025-03-05,Baidoa,80.98,99.05,94.53,116.33,92.69,96.72
2025-03-06,Baidoa,80.84,99.14,94.76,117.13,92.15,96.8
2025-03-07,Baidoa,80.38,99.09,94.78,116.3,92.37,96.58
2025-03-08,Baidoa,80.14,99.79,94.94,116.51,92.65,96.81
2025-03-09,Baidoa,79.89,99.55,95.4,117.76,93.91,97.3
2025-03-10,Baidoa,79.76,98.47,95.71,118.91,94.43,97.46
2025-03-11,Baidoa,80.15,98.06,95.4,119.44,94.33,97.48
2025-03-12,Baidoa,80.58,97.37,95.08,118.19,94.04,97.05
2025-03-13,Baidoa,80.35,97.68,95.79,117.97,93.35,97.03
2025-03-14,Baidoa,79.91,97.16,95.71,118.01,93.43,96.84
2025-03-15,Baidoa,80.53,97.23,95.43,116.83,93.51,96.71
2025-03-16,Baidoa,80.85,97.34,95.8,116.64,93.32,96.79
2025-03-17,Baidoa,81.12,96.97,95.76,116.25,93.16,96.65
2025-03-18,Baidoa,81.38,96.92,95.06,117.04,93.51,96.78
2025-03-19,Baidoa,81.18,97.66,95.6,117.49,92.74,96.94
2025-03-20,Baidoa,81.19,97.26,96.27,116.75,92.24,96.74
2025-03-21,Baidoa,81.19,97.4,95.3,115.88,92.16,96.39
2025-03-22,Baidoa,80.85,97.28,95.19,116.8,92.67,96.56
2025-03-23,Baidoa,80.24,97.63,95.17,116.48,94.56,96.81
2025-03-24,Baidoa,80.52,97.4,95.3,117.71,94.85,97.16
2025-03-25,Baidoa,80.31,97.77,95.9,117.67,93.79,97.09
2025-03-26,Baidoa,80.19,97.4,95.37,117.64,94.03,96.92
2025-03-27,Baidoa,79.95,98.28,95.96,118.03,93.3,97.1
2025-03-28,Baidoa,79.63,98.11,95.44,118.03,92.99,96.84
2025-03-29,Baidoa,79.49,98.07,95.51,118.6,92.85,96.9
2025-03-30,Baidoa,79.71,98.03,95.0,118.85,92.54,96.83
2025-03-31,Baidoa,79.67,98.31,94.34,117.89,92.78,96.6
2025-04-01,Baidoa,80.21,98.25,94.49,117.77,93.13,96.77
2025-04-02,Baidoa,80.13,98.11,94.46,117.49,92.98,96.64
2025-04-03,Baidoa,80.1,97.84,94.59,116.88,92.45,96.37
2025-04-04,Baidoa,79.61,97.09,94.76,117.47,92.13,96.21
2025-04-05,Baidoa,79.8,97.24,95.21,117.76,92.17,96.44
2025-04-06,Baidoa,79.75,97.47,95.19,116.02,92.9,96.27
2025-04-07,Baidoa,79.69,97.75,95.32,115.98,93.43,96.43
2025-04-08,Baidoa,79.24,97.34,95.24,116.08,93.22,96.23
2025-04-09,Baidoa,79.36,97.95,95.29,115.86,93.63,96.42
2025-04-10,Baidoa,79.49,97.84,95.73,116.42,94.35,96.77
2025-04-11,Baidoa,79.79,98.66,96.22,117.15,93.44,97.05
2025-04-12,Baidoa,79.56,98.32,96.62,117.86,93.38,97.15
2025-04-13,Baidoa,79.32,99.32,96.33,117.81,94.09,97.37
2025-04-14,Baidoa,79.44,98.78,96.22,117.9,93.81,97.23
2025-04-15,Baidoa,79.08,98.95,96.24,117.25,92.66,96.84
2025-04-16,Baidoa,78.58,99.19,95.96,117.13,92.06,96.58
2025-04-17,Baidoa,77.97,100.31,94.96,116.13,92.21,96.32
2025-04-18,Baidoa,78.4,100.26,95.01,116.21,91.72,96.32
2025-04-19,Baidoa,78.47,100.91,94.43,115.73,92.33,96.37
2025-04-20,Baidoa,78.85,100.35,94.38,116.21,91.54,96.26
2025-04-21,Baidoa,78.85,100.1,94.13,115.6,91.93,96.12
2025-04-22,Baidoa,78.79,100.04,95.15,116.54,91.64,96.43
2025-04-23,Baidoa,78.59,100.35,95.14,116.93,91.24,96.45
2025-04-24,Baidoa,78.78,100.41,95.68,117.73,90.64,96.65
2025-04-25,Baidoa,79.11,100.06,94.93,117.95,90.42,96.5
2025-04-26,Baidoa,79.24,99.43,94.42,118.14,90.44,96.33
2025-04-27,Baidoa,78.41,99.12,94.24,118.27,90.82,96.17
2025-04-28,Baidoa,78.93,98.85,94.08,119.33,91.14,96.47
2025-04-29,Baidoa,78.94,98.45,94.55,119.8,91.35,96.62
2025-04-30,Baidoa,78.22,99.1,93.93,118.94,91.71,96.38
2025-05-01,Baidoa,78.32,98.46,93.58,119.49,91.13,96.2
2025-05-02,Baidoa,78.39,99.09,93.94,119.71,90.77,96.38
2025-05-03,Baidoa,78.64,99.86,93.75,120.39,89.58,96.44
2025-05-04,Baidoa,78.4,99.72,93.76,119.52,90.13,96.31
2025-05-05,Baidoa,78.43,100.21,93.52,119.66,90.28,96.42
2025-05-06,Baidoa,78.19,100.7,93.0,119.32,89.95,96.23
2025-05-07,Baidoa,78.85,100.9,93.0,118.76,89.65,96.23
2025-05-08,Baidoa,78.94,101.65,93.01,119.24,89.29,96.43
2025-05-09,Baidoa,78.78,101.98,93.95,119.02,89.34,96.61
2025-05-10,Baidoa,78.74,101.6,94.15,118.29,90.34,96.62
2025-05-11,Baidoa,79.29,101.33,94.33,118.44,91.12,96.9
2025-05-12,Baidoa,79.26,101.23,94.64,118.75,91.21,97.02
2025-05-13,Baidoa,78.94,100.5,94.71,119.27,90.64,96.81
2025-05-14,Baidoa,78.4,100.62,94.64,119.09,90.3,96.61
2025-05-15,Baidoa,78.14,100.66,95.49,119.78,90.69,96.95
2025-05-16,Baidoa,78.01,100.49,95.67,120.84,90.51,97.1
2025-05-17,Baidoa,78.23,100.25,95.89,121.2,90.98,97.31
2025-05-18,Baidoa,78.15,100.25,95.81,120.81,91.19,97.24
2025-05-19,Baidoa,78.83,100.01,95.71,120.54,91.34,97.29
2025-05-20,Baidoa,79.38,100.44,95.92,120.32,91.86,97.58
2025-05-21,Baidoa,80.26,100.52,96.64,120.64,91.5,97.91
2025-05-22,Baidoa,79.97,100.86,96.35,120.61,91.34,97.83
2025-05-23,Baidoa,80.36,100.7,96.29,120.35,90.38,97.62
2025-05-24,Baidoa,79.77,100.71,96.25,120.38,90.58,97.54
2025-05-25,Baidoa,80.29,100.75,96.13,120.83,91.45,97.89
2025-05-26,Baidoa,79.67,100.22,96.24,120.26,91.25,97.53
2025-05-27,Baidoa,79.74,99.34,95.88,119.94,91.55,97.29
2025-05-28,Baidoa,80.06,99.65,96.15,120.2,91.51,97.51
2025-05-29,Baidoa,79.89,100.01,96.63,121.05,91.04,97.72
2025-05-30,Baidoa,80.0,100.19,96.42,121.74,91.25,97.92
2025-05-31,Baidoa,79.91,99.65,96.7,121.41,90.69,97.67
2025-06-01,Baidoa,79.86,99.74,97.84,119.81,90.62,97.57
2025-06-02,Baidoa,79.0,99.99,97.68,119.32,90.4,97.28
2025-06-03,Baidoa,78.7,100.17,97.23,118.75,90.57,97.08
2025-06-04,Baidoa,79.2,100.39,96.05,117.57,90.81,96.8
2025-06-05,Baidoa,79.23,101.5,95.87,115.65,90.66,96.58
2025-06-06,Baidoa,78.86,101.82,95.05,115.79,91.25,96.55
2025-06-07,Baidoa,79.45,102.25,95.15,116.82,91.16,96.96
2025-06-08,Baidoa,79.04,102.65,94.42,117.46,91.58,97.03
2025-06-09,Baidoa,78.86,101.7,94.54,118.63,90.97,96.94
2025-06-10,Baidoa,79.16,102.34,94.05,119.44,90.79,97.16
2025-06-11,Baidoa,78.97,101.72,94.2,119.48,90.17,96.91
2025-06-12,Baidoa,78.12,102.07,94.14,119.77,90.97,97.01
2025-06-13,Baidoa,78.17,102.07,93.66,119.53,90.61,96.81
2025-06-14,Baidoa,77.6,101.88,93.06,118.38,90.61,96.31
2025-06-15,Baidoa,78.32,101.98,92.51,118.42,90.75,96.39
2025-06-16,Baidoa,78.52,102.1,93.01,118.41,90.94,96.6
2025-06-17,Baidoa,78.5,100.91,93.68,118.04,90.13,96.25
2025-06-18,Baidoa,78.77,100.6,93.16,118.41,89.79,96.14
2025-06-19,Baidoa,78.51,101.15,92.96,119.6,90.73,96.59
2025-06-20,Baidoa,78.46,101.25,93.1,119.66,91.68,96.83
2025-06-21,Baidoa,78.53,101.44,92.88,118.84,91.11,96.56
2025-06-22,Baidoa,79.1,101.14,92.82,118.35,91.46,96.57
2025-06-23,Baidoa,79.32,101.01,93.1,118.28,91.57,96.65
2025-06-24,Baidoa,79.51,100.12,93.53,118.38,91.29,96.57
2025-06-25,Baidoa,79.42,100.65,93.81,119.2,90.64,96.74
2025-06-26,Baidoa,79.72,101.17,93.8,119.44,90.81,96.99
2025-06-27,Baidoa,79.52,101.03,94.65,119.82,90.76,97.16
2025-06-28,Baidoa,79.55,101.29,95.04,119.46,91.21,97.31
2025-06-29,Baidoa,79.13,101.61,95.59,117.52,91.08,96.99
2025-06-30,Baidoa,79.02,101.8,95.85,117.5,91.14,97.06
2025-07-01,Baidoa,79.9,101.53,95.42,117.03,90.75,96.93
2025-07-02,Baidoa,79.83,101.22,95.44,117.3,90.59,96.88
2025-07-03,Baidoa,79.99,101.97,95.96,117.57,90.11,97.12
2025-07-04,Baidoa,79.63,101.62,96.49,117.73,89.21,96.94
2025-07-05,Baidoa,79.75,100.97,96.19,118.13,89.2,96.85
2025-07-06,Baidoa,79.08,100.52,95.66,117.74,89.03,96.41
2025-07-07,Baidoa,78.26,101.34,95.81,118.34,88.99,96.55
2025-07-08,Baidoa,78.52,100.99,95.92,118.35,89.56,96.67
2025-07-09,Baidoa,78.24,101.22,94.96,117.73,89.26,96.28
2025-07-10,Baidoa,78.61,101.47,94.91,117.57,88.72,96.26
2025-07-11,Baidoa,77.79,101.99,94.87,117.93,89.36,96.39
2025-07-12,Baidoa,78.35,101.88,95.07,118.63,89.91,96.77
2025-07-13,Baidoa,78.37,100.62,95.4,118.39,90.11,96.58
2025-07-14,Baidoa,78.42,99.69,95.59,118.32,89.95,96.39
